,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.364171,0.881202,0.583523,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.375193,10.000000,,4.317243,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.250479,0.939150,10.000000,0.100000,1.938900,,4.168702,0.100000,0.100000,4.868033,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.641343,3.650821,0.100000,4.994653,5.662760,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.832588,,,9.136409,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.916077,2.675141,0.100000,5.887237,0.100000,0.100000,0.287401,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.769096,0.667144,0.100000,,0.100000,3.213524,,1.380709,0.995448,,
L3,,0.571707,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.255833,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.265382,,,2.215223,5.734201,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.644588,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.474014,,,9.118503,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.387689,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.611141,0.100000,,,0.100000,1.956455,10.000000,0.100000,1.019450,0.265288,6.312217,3.638940,0.435386,1.291475,0.175362,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.117111,0.100000,,0.100000,0.737878,10.000000,4.635285
Mi4,,,,,0.100000,4.450100,,0.100000,0.100000,10.000000,0.648068,0.953485,,10.000000,,1.022397,0.100000,0.820084,2.419570,,,,,0.874964,0.767646,5.821914,,1.987362,10.000000,5.972308,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,4.256599,0.100000,,0.100000,4.657287,,,0.957588,10.000000,0.100000,1.045561,4.519620,1.244983,0.100000,,,,,1.107886,0.100000,10.000000,0.953986,6.428885,4.245832,7.848000,0.989795,,6.015288,10.000000
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.454603,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.867617,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.454954,,,,0.982531,,9.878227
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,9.841330,1.299884,3.885093,,,,,1.036186,0.140472,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,6.953373,,0.961814,,,,,6.327193,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,4.243791,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015839,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634223,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,10.000000,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,2.770401,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,6.940990,,,0.984743,,2.210436,0.896642,0.100000,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.209333,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,6.304720,,10.000000,0.100000,0.100000,0.100000,10.000000,,,0.953482,10.000000,2.107792,10.000000,,0.982647,0.100000,0.100000
Tm20,,,,,,,,,,10.000000,9.713915,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,4.246207,0.100000,1.025583,,,4.275035,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.095258,0.100000,2.316330,,0.844436,10.000000,10.000000,0.625003,10.000000,1.879147,8.814996,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,7.708488,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.554789,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,10.000000,2.440399,5.768602,,0.979901,0.100000,10.000000,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,2.045763,0.100000,,0.975020,0.100000,,,,,,4.112725,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,8.820745,2.455473,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,0.723035,,,0.100000,0.100000,10.000000,,10.000000,,,7.547609,0.990859,,,,,,,,,,,,,,,,4.351533,,,,,6.762805,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,3.770715,5.474454,,,,,0.100000,0.514976,1.002945,6.213594,
