,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.367416,0.891063,0.585595,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.353641,10.000000,,4.307916,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.258490,0.939150,10.000000,0.100000,1.931150,,4.161167,0.100000,0.100000,4.881999,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.453363,3.672908,0.100000,5.041228,5.645030,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.437431,,,9.193185,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.847304,2.705831,0.100000,6.206793,0.100000,0.100000,0.289898,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.769131,0.632609,0.100000,,0.100000,3.191816,,1.380709,0.995448,,
L3,,0.546272,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.275042,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.552563,,,2.299360,6.049249,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.557070,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.490183,,,9.097919,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.446561,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.561813,0.100000,,,0.100000,1.942912,10.000000,0.100000,1.019450,0.265288,6.320845,3.615907,0.435386,1.269317,0.174279,0.105064,,,,,0.100000,0.100000,10.000000,0.510613,0.124632,0.100000,,0.100000,0.737878,10.000000,4.633421
Mi4,,,,,0.100000,4.461028,,0.100000,0.100000,10.000000,0.648901,0.953485,,10.000000,,1.022397,0.100000,0.744851,2.588280,,,,,0.897454,0.742021,5.869289,,1.979542,10.000000,5.753271,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,4.910033,0.100000,,0.100000,5.443074,,,0.957588,10.000000,0.100000,1.045561,5.305344,1.578763,0.100000,,,,,1.282212,0.100000,10.000000,0.953986,7.497090,4.266093,8.986062,0.989795,,6.977429,10.000000
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.431066,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.865786,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.484265,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,9.687314,1.299884,3.890777,,,,,1.036186,0.315150,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,7.106542,,0.961814,,,,,6.617080,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,3.807074,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015838,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634222,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,10.000000,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,2.838831,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,6.837081,,,0.984743,,0.595709,0.896606,0.100000,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,5.864433,,10.000000,0.100000,0.100000,0.100000,10.000000,,,0.953482,10.000000,0.638857,10.000000,,0.982647,0.100000,0.100000
Tm20,,,,,,,,,,10.000000,9.953667,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,4.221053,0.100000,1.025583,,,4.267976,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.065547,0.100000,2.328894,,0.844436,10.000000,10.000000,0.625003,10.000000,1.874280,9.950443,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,7.720750,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.514924,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,10.000000,2.414318,5.461944,,0.979901,0.100000,10.000000,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,2.142240,0.100000,,0.975020,0.100000,,,,,,3.899045,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,9.881705,2.453604,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,0.726278,,,0.100000,0.100000,10.000000,,10.000000,,,7.606859,0.990859,,,,,,,,,,,,,,,,4.312953,,,,,6.802325,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,3.768321,5.177349,,,,,0.100000,0.514976,1.002945,6.213937,
