,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,2.340918,1.696557,1.352508,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.823723,6.202697,,5.316420,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.229031,0.100000,10.000000,0.100000,2.368415,,0.100000,0.100000,0.100000,6.055959,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,0.100000,6.810729,0.100000,5.462676,6.616523,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,10.000000,,,8.336131,,,0.819131,0.496601,,3.985129
L2,10.000000,,7.706093,4.056168,4.881631,0.100000,6.377431,0.100000,0.100000,0.100000,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,1.011229,0.714373,0.100000,,0.100000,1.940985,,1.380709,0.995448,,
L3,,10.000000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.356380,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,5.446711,,,4.320465,6.361645,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,1.046358,7.432825,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,6.531449,,,9.439556,0.100000,0.375055,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.230057,0.697122,0.445727,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,2.312497,0.100000,,,0.100000,1.173461,10.000000,0.100000,1.019450,0.265288,2.882811,0.254691,0.435386,1.045035,0.243094,0.100000,,,,,0.100000,1.883986,7.484564,0.510613,0.100000,0.100000,,0.100000,0.737878,5.434254,2.765368
Mi4,,,,,2.086624,10.000000,,0.100000,0.100000,10.000000,0.932462,0.953485,,10.000000,,1.022397,0.100000,0.926169,5.143143,,,,,3.819971,0.100000,2.647450,,3.053231,10.000000,9.410598,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,10.000000,0.100000,,0.100000,0.100000,,,0.957588,10.000000,0.100000,1.045561,8.616922,3.459014,4.323960,,,,,3.365188,5.748481,10.000000,0.953986,5.757602,0.100000,10.000000,0.989795,,10.000000,8.686067
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,3.235747,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.530451,1.019985,0.100000,1.174197,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,0.100000,,,,0.982531,,10.000000
