,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.362322,0.883615,0.598891,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.432556,10.000000,,4.377770,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.182189,0.100000,10.000000,0.100000,2.013187,,3.966543,0.100000,0.100000,5.042289,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.816935,3.912967,0.100000,4.985674,5.651813,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,7.050285,,,9.192039,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.782979,2.765892,0.100000,5.633460,0.100000,0.100000,0.290644,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,1.009919,0.675422,0.100000,,0.100000,3.094516,,1.380709,0.995448,,
L3,,3.163712,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.291135,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,7.857788,,,2.087751,5.441286,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,4.961780,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.643230,,,9.099485,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.374751,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.671865,0.100000,,,0.100000,1.949018,10.000000,0.100000,1.019450,0.265288,6.262011,3.720635,0.435386,1.290262,0.258152,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.127160,0.100000,,0.100000,0.737878,10.000000,4.631755
Mi4,,,,,0.100000,4.509987,,0.100000,0.100000,10.000000,0.671981,0.953485,,10.000000,,1.022397,0.100000,1.335153,7.367547,,,,,1.144765,0.552305,5.700139,,2.041977,10.000000,6.467121,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,3.589793,0.100000,,0.100000,3.728691,,,0.957588,10.000000,0.100000,1.045561,3.580675,1.300188,0.100000,,,,,1.212266,0.100000,10.000000,0.953986,5.225239,3.672413,6.883882,0.989795,,5.345431,8.162894
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.429234,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.825465,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.038184,,,,0.982531,,8.069965
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,10.000000,1.299884,4.293363,,,,,1.036186,0.100000,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,5.516220,,0.961814,,,,,6.941420,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,4.616276,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015841,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634225,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,10.000000,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,2.941965,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,7.169236,,,0.984743,,1.390842,0.897007,0.100000,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,9.633596,,10.000000,0.100000,0.100000,0.100000,10.000000,,,0.953482,10.000000,1.768014,10.000000,,0.982647,0.100000,0.100000
Tm20,,,,,,,,,,10.000000,9.692124,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,2.378662,0.100000,1.025583,,,4.358989,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.070353,0.100000,2.383240,,0.844436,10.000000,10.000000,0.625003,10.000000,2.834607,6.920075,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,8.357900,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.469835,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,10.000000,3.167591,5.698021,,0.979901,0.100000,9.638262,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,1.810073,0.100000,,0.975020,0.100000,,,,,,3.823434,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,8.012951,3.004770,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,0.678561,,,0.100000,0.100000,10.000000,,10.000000,,,7.620710,0.990859,,,,,,,,,,,,,,,,4.303183,,,,,6.865124,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,5.076669,5.562585,,,,,0.100000,0.514976,1.002945,6.738669,
