,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.366816,0.898896,0.588444,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.334118,10.000000,,4.316501,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.264037,0.939150,10.000000,0.100000,1.933795,,4.177340,0.100000,0.100000,4.895767,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.387298,3.683552,0.100000,5.055587,5.639948,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.361069,,,9.204059,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.815729,2.720712,0.100000,6.334048,0.100000,0.100000,0.290417,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.773275,0.626345,0.100000,,0.100000,3.188632,,1.380709,0.995448,,
L3,,0.742909,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.280328,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.563352,,,2.314683,6.154788,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.550099,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.491551,,,9.102390,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.475202,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.537767,0.100000,,,0.100000,1.937260,10.000000,0.100000,1.019450,0.265288,6.323091,3.601540,0.435386,1.260787,0.179560,0.104421,,,,,0.100000,0.100000,10.000000,0.510613,0.126577,0.100000,,0.100000,0.737878,10.000000,4.633675
Mi4,,,,,0.100000,4.469117,,0.100000,0.100000,10.000000,0.649630,0.953485,,10.000000,,1.022397,0.100000,0.738659,2.537047,,,,,0.912960,0.742304,5.869274,,1.977199,10.000000,5.701797,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,5.145854,0.100000,,0.100000,5.709198,,,0.957588,10.000000,0.100000,1.045561,5.560395,1.726380,0.100000,,,,,1.348837,0.100000,10.000000,0.953986,7.866146,4.165650,9.454447,0.989795,,7.321658,10.000000
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.424751,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.867698,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.480448,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,9.623007,1.299884,3.894585,,,,,1.036186,0.374266,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,7.166256,,0.961814,,,,,6.718317,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,3.796778,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015838,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634222,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,9.999361,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,2.870548,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,6.784663,,,0.984743,,0.232348,0.896627,0.100175,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,5.834014,,10.000000,0.100000,0.100064,0.100000,10.000000,,,0.953482,10.000000,0.100000,10.000000,,0.982647,0.100000,0.100000
Tm20,,,,,,,,,,10.000000,9.999776,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,4.224896,0.100000,1.025583,,,4.250676,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.059954,0.100000,2.334685,,0.844436,10.000000,10.000000,0.625003,10.000000,1.889010,10.000000,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,7.743863,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.487602,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,10.000000,2.417407,5.396982,,0.979901,0.100000,10.000000,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,2.110207,0.100000,,0.975020,0.100000,,,,,,3.827886,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,10.000000,2.400653,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,0.726045,,,0.100000,0.100000,10.000000,,10.000000,,,7.615379,0.990859,,,,,,,,,,,,,,,,4.278673,,,,,6.813007,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,3.780970,5.117955,,,,,0.100000,0.514976,1.002945,6.242411,
