,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.357324,0.908826,0.590886,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.366402,10.000000,,4.329160,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.269144,0.939150,10.000000,0.100000,1.937861,,4.174623,0.100000,0.100000,4.904860,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.336481,3.715637,0.100000,5.096553,5.633289,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.311516,,,9.265849,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.751335,2.745272,0.100000,6.788966,0.100000,0.100000,0.286083,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.770988,0.615936,0.100000,,0.100000,3.201916,,1.380709,0.995448,,
L3,,0.100000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.297268,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.814456,,,2.360717,6.417415,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.625310,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.506285,,,9.140613,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.514325,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.494086,0.100000,,,0.100000,1.915641,10.000000,0.100000,1.019450,0.265288,6.301897,3.584948,0.435386,1.235907,0.180471,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.130207,0.100000,,0.100000,0.737878,10.000000,4.627207
Mi4,,,,,0.100000,4.489551,,0.100000,0.100000,10.000000,0.648679,0.953485,,10.000000,,1.022397,0.100000,0.724176,2.592306,,,,,0.917368,0.738380,5.948543,,1.964518,10.000000,5.528979,1.021444,1.035997,0.100000,0.100000
