,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.356896,0.912061,0.591643,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.366041,10.000000,,4.332419,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.269341,0.939150,10.000000,0.100000,1.939213,,4.178182,0.100000,0.100000,4.904492,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.349600,3.730206,0.100000,5.114607,5.630565,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.313018,,,9.296794,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.749423,2.752037,0.100000,6.970957,0.100000,0.100000,0.285846,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.770094,0.613638,0.100000,,0.100000,3.206859,,1.380709,0.995448,,
L3,,0.100000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.302449,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.878992,,,2.379699,6.489911,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.654797,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.508870,,,9.144085,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.515109,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.490987,0.100000,,,0.100000,1.907079,10.000000,0.100000,1.019450,0.265288,6.298782,3.581278,0.435386,1.233184,0.181447,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.130378,0.100000,,0.100000,0.737878,10.000000,4.624314
Mi4,,,,,0.100000,4.490196,,0.100000,0.100000,10.000000,0.648045,0.953485,,10.000000,,1.022397,0.100000,0.722332,2.585393,,,,,0.917221,0.734796,5.945484,,1.962897,10.000000,5.478529,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,6.023029,0.100000,,0.100000,6.713280,,,0.957588,10.000000,0.100000,1.045561,6.407194,2.148448,0.100000,,,,,1.559860,0.100000,10.000000,0.953986,9.180618,4.576886,10.000000,0.989795,,8.590914,10.000000
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.394384,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.879419,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.475260,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,9.517850,1.299884,3.903003,,,,,1.036186,0.466810,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,7.237849,,0.961814,,,,,6.826839,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,3.792338,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015837,,,,,,,,,,,,,
