,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.451831,0.835378,0.791685,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.832996,10.000000,,6.679598,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.104912,1.174696,10.000000,0.100000,2.683118,,2.221196,0.100000,0.100000,4.358136,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,2.797527,6.236216,0.100000,5.143819,5.857658,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.849192,,,9.360466,,,0.819131,0.496601,,7.728986
L2,10.000000,,10.000000,8.326264,3.221215,0.100000,5.958926,0.100000,0.100000,0.298606,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.719432,0.667280,0.100000,,0.100000,2.676141,,1.380709,0.995448,,
L3,,10.000000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.291362,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.621022,,,3.579121,5.681136,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.184303,4.406390,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,3.771409,,,10.000000,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,1.297029,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,2.452911,0.100000,,,0.100000,2.286919,10.000000,0.100000,1.019450,0.265288,4.902537,0.299018,0.435386,1.287266,0.357573,1.179398,,,,,0.100000,2.140678,10.000000,0.510613,0.100000,0.100000,,0.100000,0.737878,10.000000,4.429671
Mi4,,,,,0.100000,7.532495,,0.100000,0.100000,10.000000,0.731271,0.953485,,10.000000,,1.022397,0.100000,0.807211,8.592019,,,,,1.169823,0.100000,5.115105,,2.873403,10.000000,7.226892,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,6.186747,0.100000,,0.100000,4.512355,,,0.957588,10.000000,0.100000,1.045561,3.645630,1.486732,0.100000,,,,,0.534999,3.734778,10.000000,0.953986,3.873797,2.222570,6.084190,0.989795,,4.464632,7.568980
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,3.018323,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.718731,1.019985,0.100000,4.618031,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,0.251907,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,8.448593,1.299884,5.031357,,,,,1.036186,2.123189,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,6.869256,,0.961814,,,,,6.434446,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,2.402338,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015850,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634239,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,9.348479,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,4.535836,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,0.100000,,,0.984743,,2.250528,0.895795,0.100000,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,8.161689,,10.000000,0.100000,0.100000,0.100000,8.902371,,,0.953482,10.000000,0.100000,10.000000,,0.982647,0.100000,2.912082
Tm20,,,,,,,,,,10.000000,9.516398,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,0.100000,0.100000,1.025583,,,5.620354,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,4.184498,0.100000,2.849928,,0.844436,9.451604,10.000000,0.625003,10.000000,2.033096,8.331961,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,9.999351,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.722353,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,9.894452,4.462119,5.489551,,0.979901,0.100000,9.154909,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,5.941579,0.100000,,0.975020,0.100000,,,,,,0.100000,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,10.000000,9.587606,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,5.324356,,,0.100000,0.100000,10.000000,,10.000000,,,10.000000,0.990859,,,,,,,,,,,,,,,,1.182814,,,,,3.877571,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,3.044145,6.844424,,,,,0.100000,0.514976,1.002945,4.352084,
