,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.364998,0.884417,0.583175,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.377198,10.000000,,4.305833,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.253670,0.939150,10.000000,0.100000,1.932857,,4.160012,0.100000,0.100000,4.868698,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.577044,3.656118,0.100000,5.013972,5.655310,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.694916,,,9.161739,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.887882,2.683545,0.100000,6.014727,0.100000,0.100000,0.285666,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.766051,0.654337,0.100000,,0.100000,3.198821,,1.380709,0.995448,,
L3,,0.617566,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.263832,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.404333,,,2.254092,5.866083,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.638080,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.478007,,,9.106591,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.436982,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.594282,0.100000,,,0.100000,1.949171,10.000000,0.100000,1.019450,0.265288,6.307266,3.644263,0.435386,1.285049,0.172562,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.118556,0.100000,,0.100000,0.737878,10.000000,4.632373
Mi4,,,,,0.100000,4.444105,,0.100000,0.100000,10.000000,0.648175,0.953485,,10.000000,,1.022397,0.100000,0.790853,2.513484,,,,,0.879382,0.758772,5.811997,,1.983287,10.000000,5.867721,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,4.506485,0.100000,,0.100000,4.957294,,,0.957588,10.000000,0.100000,1.045561,4.839533,1.376347,0.100000,,,,,1.169371,0.100000,10.000000,0.953986,6.836742,4.278573,8.275316,0.989795,,6.384244,10.000000
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.446889,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.865890,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.491578,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,9.759099,1.299884,3.886785,,,,,1.036186,0.196646,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,7.015794,,0.961814,,,,,6.408455,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,3.988987,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015838,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634223,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,10.000000,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,2.805611,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,6.919982,,,0.984743,,1.660780,0.896612,0.100000,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.108219,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,6.182747,,10.000000,0.100000,0.100000,0.100000,10.000000,,,0.953482,10.000000,1.557524,10.000000,,0.982647,0.100000,0.100000
Tm20,,,,,,,,,,10.000000,9.808243,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,4.252347,0.100000,1.025583,,,4.253130,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.082106,0.100000,2.320055,,0.844436,10.000000,10.000000,0.625003,10.000000,1.879045,9.418392,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,7.700911,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.545427,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,10.000000,2.442210,5.661111,,0.979901,0.100000,10.000000,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,2.085267,0.100000,,0.975020,0.100000,,,,,,4.110071,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,9.220266,2.454192,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,0.725817,,,0.100000,0.100000,10.000000,,10.000000,,,7.571424,0.990859,,,,,,,,,,,,,,,,4.344741,,,,,6.749312,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,3.756317,5.367783,,,,,0.100000,0.514976,1.002945,6.210252,
