,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.364442,0.882459,0.582955,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.375546,10.000000,,4.308814,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.252436,0.939150,10.000000,0.100000,1.934439,,4.159629,0.100000,0.100000,4.869865,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.610873,3.655353,0.100000,5.009827,5.662490,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.768216,,,9.160512,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.902042,2.678315,0.100000,5.950131,0.100000,0.100000,0.287011,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.766375,0.660584,0.100000,,0.100000,3.204713,,1.380709,0.995448,,
L3,,0.596947,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.260646,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.341044,,,2.236612,5.801499,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.644745,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.474929,,,9.116521,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.418367,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.603794,0.100000,,,0.100000,1.953096,10.000000,0.100000,1.019450,0.265288,6.311928,3.651816,0.435386,1.288764,0.174677,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.116690,0.100000,,0.100000,0.737878,10.000000,4.636584
Mi4,,,,,0.100000,4.446463,,0.100000,0.100000,10.000000,0.648398,0.953485,,10.000000,,1.022397,0.100000,0.801048,2.463958,,,,,0.875110,0.763414,5.824016,,1.985637,10.000000,5.917780,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,4.388231,0.100000,,0.100000,4.815180,,,0.957588,10.000000,0.100000,1.045561,4.687165,1.316847,0.100000,,,,,1.138760,0.100000,10.000000,0.953986,6.645743,4.276962,8.068486,0.989795,,6.208119,10.000000
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.450721,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.866235,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.492773,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,9.809032,1.299884,3.884692,,,,,1.036186,0.163148,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,6.986382,,0.961814,,,,,6.364744,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,4.102726,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015839,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634223,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,10.000000,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,2.786141,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,6.943973,,,0.984743,,1.941137,0.896624,0.100000,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.181754,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,6.240338,,10.000000,0.100000,0.100000,0.100000,10.000000,,,0.953482,10.000000,1.850441,10.000000,,0.982647,0.100000,0.100000
Tm20,,,,,,,,,,10.000000,9.763153,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,4.251061,0.100000,1.025583,,,4.265055,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.087434,0.100000,2.318572,,0.844436,10.000000,10.000000,0.625003,10.000000,1.879095,9.133204,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,7.700025,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.545748,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,10.000000,2.439475,5.714565,,0.979901,0.100000,10.000000,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,2.062746,0.100000,,0.975020,0.100000,,,,,,4.112105,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,9.009396,2.454707,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,0.726365,,,0.100000,0.100000,10.000000,,10.000000,,,7.560825,0.990859,,,,,,,,,,,,,,,,4.351240,,,,,6.746848,
