,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.365065,0.887020,0.583441,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.364436,10.000000,,4.303157,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.254855,0.939150,10.000000,0.100000,1.931333,,4.154314,0.100000,0.100000,4.868049,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.550931,3.660890,0.100000,5.021792,5.652960,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.628097,,,9.169294,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.875416,2.689058,0.100000,6.069560,0.100000,0.100000,0.286926,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.767336,0.648658,0.100000,,0.100000,3.196631,,1.380709,0.995448,,
L3,,0.664520,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.266736,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.443033,,,2.268546,5.918810,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.620997,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.480085,,,9.110401,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.448471,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.586598,0.100000,,,0.100000,1.944023,10.000000,0.100000,1.019450,0.265288,6.304848,3.643901,0.435386,1.281903,0.173656,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.120137,0.100000,,0.100000,0.737878,10.000000,4.632314
Mi4,,,,,0.100000,4.444807,,0.100000,0.100000,10.000000,0.647933,0.953485,,10.000000,,1.022397,0.100000,0.781430,2.526013,,,,,0.885262,0.754419,5.808525,,1.980447,10.000000,5.830046,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,4.577677,0.100000,,0.100000,5.045583,,,0.957588,10.000000,0.100000,1.045561,4.936597,1.425673,0.100000,,,,,1.191043,0.100000,10.000000,0.953986,6.953962,4.225593,8.403865,0.989795,,6.492119,10.000000
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.442935,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.864852,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.490867,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,9.730077,1.299884,3.888785,,,,,1.036186,0.241592,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,7.045403,,0.961814,,,,,6.475801,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,3.916738,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
