,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.365903,0.894458,0.586768,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.352007,10.000000,,4.308278,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.259771,0.939150,10.000000,0.100000,1.932087,,4.166743,0.100000,0.100000,4.888915,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.418939,3.678040,0.100000,5.046776,5.640023,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.407989,,,9.195923,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.825888,2.711027,0.100000,6.259193,0.100000,0.100000,0.290070,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.770708,0.630436,0.100000,,0.100000,3.189815,,1.380709,0.995448,,
L3,,0.608354,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.279378,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.531830,,,2.301941,6.093967,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.559843,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.489215,,,9.101497,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.456405,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.547835,0.100000,,,0.100000,1.939452,10.000000,0.100000,1.019450,0.265288,6.318819,3.612026,0.435386,1.264214,0.177594,0.103405,,,,,0.100000,0.100000,10.000000,0.510613,0.125890,0.100000,,0.100000,0.737878,10.000000,4.631532
Mi4,,,,,0.100000,4.464968,,0.100000,0.100000,10.000000,0.649265,0.953485,,10.000000,,1.022397,0.100000,0.740059,2.572567,,,,,0.904479,0.742877,5.870327,,1.975961,10.000000,5.727341,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,5.065000,0.100000,,0.100000,5.618549,,,0.957588,10.000000,0.100000,1.045561,5.475622,1.653423,0.100000,,,,,1.323934,0.100000,10.000000,0.953986,7.734349,4.252300,9.283641,0.989795,,7.201342,10.000000
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
