,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.362455,0.904884,0.589927,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.312795,10.000000,,4.328657,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.267982,0.939150,10.000000,0.100000,1.934530,,4.179208,0.100000,0.100000,4.889665,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.354644,3.689175,0.100000,5.064486,5.638904,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.324237,,,9.212906,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.783352,2.733336,0.100000,6.491262,0.100000,0.100000,0.287549,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.772348,0.621321,0.100000,,0.100000,3.192884,,1.380709,0.995448,,
L3,,0.100000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.283869,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.637403,,,2.327961,6.264461,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.568097,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.492472,,,9.122702,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.464670,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.519584,0.100000,,,0.100000,1.934608,10.000000,0.100000,1.019450,0.265288,6.320271,3.596416,0.435386,1.249358,0.181909,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.129449,0.100000,,0.100000,0.737878,10.000000,4.633102
Mi4,,,,,0.100000,4.492386,,0.100000,0.100000,10.000000,0.648757,0.953485,,10.000000,,1.022397,0.100000,0.727641,2.543536,,,,,0.916876,0.740843,5.933385,,1.971933,10.000000,5.641960,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,5.402513,0.100000,,0.100000,5.992240,,,0.957588,10.000000,0.100000,1.045561,5.790249,1.863264,0.100000,,,,,1.403125,0.100000,10.000000,0.953986,8.246511,4.183984,9.793689,0.989795,,7.700576,10.000000
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.421124,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.877140,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.480460,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,9.607941,1.299884,3.895697,,,,,1.036186,0.422191,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,7.181022,,0.961814,,,,,6.803871,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,3.814982,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015837,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634221,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,9.989410,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,2.856335,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,6.751019,,,0.984743,,0.100000,0.896647,0.100845,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,5.783751,,10.000000,0.100000,0.100951,0.100000,10.000000,,,0.953482,10.000000,0.100000,10.000000,,0.982647,0.100000,0.100000
Tm20,,,,,,,,,,10.000000,9.999902,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,4.217593,0.100000,1.025583,,,4.235682,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.058500,0.100000,2.335145,,0.844436,10.000000,10.000000,0.625003,10.000000,1.897688,10.000000,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,7.769340,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.448261,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,10.000000,2.401471,5.339144,,0.979901,0.100000,10.000000,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,2.151894,0.100000,,0.975020,0.100000,,,,,,3.781886,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,10.000000,2.353412,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,0.727991,,,0.100000,0.100000,10.000000,,10.000000,,,7.582430,0.990859,,,,,,,,,,,,,,,,4.236774,,,,,6.803464,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,3.788222,5.085890,,,,,0.100000,0.514976,1.002945,6.268336,
