,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.403536,0.867430,0.707629,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.545951,10.000000,,5.488108,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.023448,1.524101,10.000000,0.100000,2.387350,,3.045793,0.100000,0.100000,4.836975,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,3.067693,4.855707,0.100000,5.096960,5.605464,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,7.850538,,,9.219385,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.998477,2.807325,0.100000,5.694380,0.100000,0.100000,0.340847,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.946309,0.738639,0.100000,,0.100000,2.848773,,1.380709,0.995448,,
L3,,0.366215,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.482783,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.174559,,,2.494410,5.357194,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,4.346664,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.865041,,,9.765219,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.798990,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.847005,0.100000,,,0.100000,2.034654,10.000000,0.100000,1.019450,0.265288,5.639530,1.989634,0.435386,1.247987,0.368465,0.262522,,,,,0.100000,0.776025,10.000000,0.510613,0.100000,0.100000,,0.100000,0.737878,10.000000,4.547143
Mi4,,,,,0.100000,5.733393,,0.100000,0.100000,10.000000,0.722115,0.953485,,10.000000,,1.022397,0.100000,1.064006,10.000000,,,,,1.247809,0.100000,4.811975,,2.260367,10.000000,6.536348,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,4.209142,0.100000,,0.100000,3.718011,,,0.957588,10.000000,0.100000,1.045561,3.250950,1.620995,0.100000,,,,,1.057370,2.311374,10.000000,0.953986,4.324408,3.329421,6.421641,0.989795,,4.238232,6.858059
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.560808,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.751501,1.019985,0.100000,9.196439,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,1.140124,,,,0.982531,,8.557901
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,8.964629,1.299884,4.635338,,,,,1.036186,1.655060,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,5.901483,,0.961814,,,,,6.910149,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,4.294958,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015844,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634227,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,9.651380,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,2.669962,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,3.037510,,,0.984743,,3.026369,0.896694,0.100000,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,9.886477,,10.000000,0.100000,0.100000,0.100000,9.521053,,,0.953482,10.000000,0.100000,10.000000,,0.982647,0.100000,2.559295
Tm20,,,,,,,,,,10.000000,9.773798,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,0.100000,0.100000,1.025583,,,4.504943,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.523672,0.100000,2.782835,,0.844436,10.000000,10.000000,0.625003,10.000000,2.708454,4.608215,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,9.396544,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.808684,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,10.000000,4.093030,5.835513,,0.979901,0.100000,9.159464,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,3.195974,0.100000,,0.975020,0.100000,,,,,,0.228145,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,10.000000,5.505905,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,0.675360,,,0.100000,0.100000,10.000000,,10.000000,,,10.000000,0.990859,,,,,,,,,,,,,,,,2.291956,,,,,4.586200,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,4.429194,6.982056,,,,,0.100000,0.514976,1.002945,5.683950,
