,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.806631,1.170192,1.042674,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.731988,10.000000,,7.517884,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.086012,2.001269,10.000000,0.100000,2.892762,,1.355002,0.100000,0.100000,4.501093,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,2.522843,7.077547,0.100000,5.240841,6.147903,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,8.796352,,,9.260352,,,0.819131,0.496601,,6.923869
L2,10.000000,,10.000000,7.692106,4.208868,0.100000,6.088315,0.100000,0.100000,0.299005,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.613580,0.812929,0.100000,,0.100000,2.519169,,1.380709,0.995448,,
L3,,10.000000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.155984,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,6.857239,,,3.627964,5.990410,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.325008,5.393738,,,,0.110052,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,5.084176,,,9.936788,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,1.498477,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,2.843788,0.100000,,,0.100000,2.179526,10.000000,0.100000,1.019450,0.265288,4.426369,0.229541,0.435386,1.319246,0.367448,1.051795,,,,,0.100000,2.686262,10.000000,0.510613,0.100000,0.100000,,0.100000,0.737878,10.000000,4.105389
Mi4,,,,,0.100000,9.306828,,0.100000,0.100000,10.000000,0.784155,0.953485,,10.000000,,1.022397,0.100000,0.810908,7.421031,,,,,1.090810,0.100000,5.749836,,3.057194,10.000000,8.804670,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,7.762362,0.100000,,2.574704,5.443254,,,0.957588,10.000000,0.100000,1.045561,4.059574,1.649345,0.100000,,,,,0.184866,4.837994,10.000000,0.953986,3.735662,0.864754,7.070116,0.989795,,4.885595,8.425251
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,3.272087,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.731747,1.019985,0.100000,3.183658,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,0.100000,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,7.559169,1.299884,5.211279,,,,,1.036186,1.679649,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,7.047968,,0.961814,,,,,6.723095,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,2.893032,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015852,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634242,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,9.775944,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,6.142944,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,0.100000,,,0.984743,,7.612968,0.895771,0.100000,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,7.203199,,10.000000,0.100000,0.100000,0.100000,8.238700,,,0.953482,10.000000,0.100000,10.000000,,0.982647,0.100000,0.843963
Tm20,,,,,,,,,,10.000000,9.242835,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,0.100000,0.100000,1.025583,,,6.215298,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,4.510394,0.100000,2.880408,,0.844436,9.201408,10.000000,0.625003,9.950670,1.887247,8.141693,,1.008178,,1.049705,,,,,9.551689,0.100000,,0.981662,1.043229,10.000000,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.743824,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,9.779002,4.384028,6.962831,,0.979901,0.100000,8.669455,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,6.227966,0.100000,,0.975020,0.100000,,,,,,0.100000,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,8.886850,10.000000,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,6.425418,,,0.100000,0.100000,10.000000,,10.000000,,,10.000000,0.990859,,,,,,,,,,,,,,,,0.757420,,,,,3.352900,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,2.509238,8.482907,,,,,0.100000,0.514976,1.002945,4.164087,
