,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,2.130472,1.308197,1.261434,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.918418,8.603153,,7.521847,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.079416,0.100000,10.000000,0.100000,2.781266,,0.259561,0.100000,0.100000,4.490322,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.252085,7.555101,0.100000,5.335714,6.295344,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,9.420281,,,9.130121,,,0.819131,0.496601,,6.149430
L2,10.000000,,10.000000,6.437958,4.685011,0.100000,6.287228,0.100000,0.100000,0.257629,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.520900,0.709190,0.100000,,0.100000,2.208663,,1.380709,0.995448,,
L3,,10.000000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.129469,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,6.168864,,,4.264875,6.185780,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.502738,6.087080,,,,0.174714,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,5.207721,,,9.492545,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,1.885680,0.697122,0.236664,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,3.005408,0.100000,,,0.100000,2.082228,10.000000,0.100000,1.019450,0.265288,4.243936,0.193506,0.435386,1.371603,0.390155,0.680967,,,,,0.100000,2.947888,10.000000,0.510613,0.100000,0.100000,,0.100000,0.737878,9.989289,3.903981
Mi4,,,,,0.341178,10.000000,,0.100000,0.100000,10.000000,0.797421,0.953485,,10.000000,,1.022397,0.100000,0.753652,5.947823,,,,,1.103949,0.100000,6.179376,,2.962089,10.000000,8.778057,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,8.069466,0.100000,,3.985007,5.577371,,,0.957588,10.000000,0.100000,1.045561,3.956181,1.675249,0.100000,,,,,0.100000,3.643986,10.000000,0.953986,3.307526,0.100000,6.882079,0.989795,,4.650514,7.539496
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,3.330946,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.758049,1.019985,0.100000,2.012990,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,0.100000,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,7.053916,1.299884,5.400093,,,,,1.036186,1.329104,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,7.239831,,0.961814,,,,,6.810577,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,3.472481,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015854,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.319565,,,1.007919,8.976320,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,9.896900,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,7.904598,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,0.100000,,,0.984743,,5.852974,0.895784,0.100000,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
