,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.356639,0.907957,0.590558,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.347907,10.000000,,4.329070,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.268161,0.939150,10.000000,0.100000,1.936933,,4.175998,0.100000,0.100000,4.897608,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.344361,3.708117,0.100000,5.086241,5.637324,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.317853,,,9.247574,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.755804,2.740787,0.100000,6.693317,0.100000,0.100000,0.285241,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.772075,0.617421,0.100000,,0.100000,3.200232,,1.380709,0.995448,,
L3,,0.100000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.293180,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.772487,,,2.346475,6.375134,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.608979,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.500086,,,9.138587,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.490573,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.492951,0.100000,,,0.100000,1.923799,10.000000,0.100000,1.019450,0.265288,6.308827,3.587331,0.435386,1.240769,0.180316,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.129372,0.100000,,0.100000,0.737878,10.000000,4.631699
Mi4,,,,,0.100000,4.496695,,0.100000,0.100000,10.000000,0.648958,0.953485,,10.000000,,1.022397,0.100000,0.724975,2.592385,,,,,0.918998,0.740823,5.949266,,1.966253,10.000000,5.565083,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,5.698485,0.100000,,0.100000,6.324682,,,0.957588,10.000000,0.100000,1.045561,6.079079,2.005038,0.100000,,,,,1.478231,0.100000,10.000000,0.953986,8.684681,4.337707,10.000000,0.989795,,8.126405,10.000000
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.410416,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.882137,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.477543,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,9.600693,1.299884,3.898248,,,,,1.036186,0.444760,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,7.212041,,0.961814,,,,,6.821527,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,3.816562,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
