,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.356715,0.906105,0.590093,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.349305,10.000000,,4.327867,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.268946,0.939150,10.000000,0.100000,1.936256,,4.175105,0.100000,0.100000,4.893212,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.352011,3.699351,0.100000,5.074457,5.639166,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.320926,,,9.225842,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.758422,2.734931,0.100000,6.588731,0.100000,0.100000,0.286576,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.771580,0.619118,0.100000,,0.100000,3.197110,,1.380709,0.995448,,
L3,,0.100000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.289443,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.717950,,,2.333835,6.320816,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.588564,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.495471,,,9.136707,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.488186,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.495158,0.100000,,,0.100000,1.928909,10.000000,0.100000,1.019450,0.265288,6.308450,3.590660,0.435386,1.246657,0.180625,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.129523,0.100000,,0.100000,0.737878,10.000000,4.631164
Mi4,,,,,0.100000,4.492700,,0.100000,0.100000,10.000000,0.648921,0.953485,,10.000000,,1.022397,0.100000,0.725872,2.595363,,,,,0.917539,0.740615,5.930514,,1.966699,10.000000,5.600884,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,5.548280,0.100000,,0.100000,6.153166,,,0.957588,10.000000,0.100000,1.045561,5.923311,1.933392,0.100000,,,,,1.438292,0.100000,10.000000,0.953986,8.455310,4.260022,9.990783,0.989795,,7.909430,10.000000
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.417098,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.881095,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.479312,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,9.620542,1.299884,3.896695,,,,,1.036186,0.429936,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,7.198957,,0.961814,,,,,6.810646,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,3.825436,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015837,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634221,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,9.982525,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,2.842916,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,6.736022,,,0.984743,,0.100000,0.896652,0.101028,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,5.772971,,10.000000,0.100000,0.101329,0.100000,10.000000,,,0.953482,10.000000,0.100000,10.000000,,0.982647,0.100000,0.100000
Tm20,,,,,,,,,,10.000000,10.000000,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,4.203309,0.100000,1.025583,,,4.197728,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.053866,0.100000,2.339896,,0.844436,10.000000,10.000000,0.625003,10.000000,1.900197,10.000000,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,7.785982,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.442241,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,10.000000,2.392181,5.314411,,0.979901,0.100000,10.000000,,0.100000,1.046797,,0.100000
