,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.356957,0.910809,0.591325,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.366790,10.000000,,4.330945,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.269378,0.939150,10.000000,0.100000,1.938637,,4.176919,0.100000,0.100000,4.904948,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.344570,3.724301,0.100000,5.107617,5.630407,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.312649,,,9.284441,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.749610,2.749296,0.100000,6.894088,0.100000,0.100000,0.285837,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.770713,0.614490,0.100000,,0.100000,3.204996,,1.380709,0.995448,,
L3,,0.100000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.300692,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.850151,,,2.371735,6.460353,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.642246,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.507433,,,9.143791,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.515700,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.492260,0.100000,,,0.100000,1.909688,10.000000,0.100000,1.019450,0.265288,6.300428,3.582447,0.435386,1.233841,0.181486,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.130416,0.100000,,0.100000,0.737878,10.000000,4.625900
Mi4,,,,,0.100000,4.489895,,0.100000,0.100000,10.000000,0.648349,0.953485,,10.000000,,1.022397,0.100000,0.722959,2.587790,,,,,0.917676,0.736318,5.948103,,1.963717,10.000000,5.498973,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,5.946522,0.100000,,0.100000,6.626127,,,0.957588,10.000000,0.100000,1.045561,6.321226,2.121589,0.100000,,,,,1.541667,0.100000,10.000000,0.953986,9.066072,4.515777,10.000000,0.989795,,8.481296,10.000000
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.397515,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.879244,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.475377,,,,0.982531,,10.000000
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,9.531069,1.299884,3.902016,,,,,1.036186,0.463109,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,7.235904,,0.961814,,,,,6.826602,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,3.796798,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015837,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634221,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,9.962277,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,2.835943,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,6.739895,,,0.984743,,0.100000,0.896663,0.101606,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,5.791402,,10.000000,0.100000,0.103132,0.100000,10.000000,,,0.953482,10.000000,0.100000,10.000000,,0.982647,0.100000,0.100000
Tm20,,,,,,,,,,10.000000,9.999988,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,4.182206,0.100000,1.025583,,,4.129822,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.030639,0.100000,2.344997,,0.844436,10.000000,10.000000,0.625003,10.000000,1.900784,10.000000,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,7.801015,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.432277,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,10.000000,2.383231,5.258708,,0.979901,0.100000,10.000000,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,2.153179,0.100000,,0.975020,0.100000,,,,,,3.735060,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,10.000000,2.283246,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,0.729703,,,0.100000,0.100000,10.000000,,10.000000,,,7.587703,0.990859,,,,,,,,,,,,,,,,4.187565,,,,,6.832451,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,3.786490,5.036313,,,,,0.100000,0.514976,1.002945,6.303247,
