,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.439348,0.881257,0.776790,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.692660,10.000000,,6.357680,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.053236,0.106504,10.000000,0.100000,2.629011,,2.303989,0.100000,0.100000,4.474605,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,3.101457,5.862776,0.100000,5.112830,5.763791,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,7.376218,,,9.248545,,,0.819131,0.496601,,8.462163
L2,10.000000,,10.000000,8.694163,3.186788,0.100000,5.775163,0.100000,0.100000,0.325693,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.798824,0.740711,0.100000,,0.100000,2.688046,,1.380709,0.995448,,
L3,,10.000000,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.377862,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.304839,,,3.067028,5.561670,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,4.254957,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,3.644195,,,10.000000,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,1.210748,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,2.229304,0.100000,,,0.100000,2.217505,10.000000,0.100000,1.019450,0.265288,5.013131,0.537528,0.435386,1.236230,0.355659,1.108374,,,,,0.100000,1.947621,10.000000,0.510613,0.100000,0.100000,,0.100000,0.737878,10.000000,4.413089
Mi4,,,,,0.100000,6.918086,,0.100000,0.100000,10.000000,0.731489,0.953485,,10.000000,,1.022397,0.100000,0.849694,10.000000,,,,,1.211723,0.100000,4.877813,,2.686729,10.000000,7.234433,1.021444,1.035997,0.100000,0.100000
