,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,1.363569,0.882185,0.587908,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,1.167192,0.971356,,
R7,,,5.376885,10.000000,,4.357413,,,0.100000,0.100000,10.000000,,,,,,,,,,,,,,,10.000000,,,,,,1.011417,0.992062,
R8,,1.251108,0.939150,10.000000,0.100000,1.956725,,4.150165,0.100000,0.100000,4.866477,0.264618,,,,,,,,,,,,,,10.000000,0.984047,,,,0.100000,1.033448,0.100000,0.100000
L1,0.100000,0.100000,0.100000,0.100000,1.635516,3.677312,0.100000,4.987033,5.659478,0.100000,,1.751581,0.984038,10.000000,,,,,,,,,,0.100000,6.984896,,,9.123114,,,0.819131,0.496601,,10.000000
L2,10.000000,,10.000000,8.903417,2.686484,0.100000,5.804936,0.100000,0.100000,0.285634,0.100000,0.100000,1.033187,0.978481,,,,,,,,,,0.784567,0.683988,0.100000,,0.100000,3.232607,,1.380709,0.995448,,
L3,,0.645468,10.000000,0.100000,0.100000,,,,10.000000,0.100000,1.252165,0.102480,,,,,,,,,,,,0.100000,10.000000,0.100000,1.018842,,10.000000,0.100000,1.030401,1.026147,0.100000,
L4,8.100581,,,2.172663,5.629757,0.100000,0.100000,0.992705,0.100000,,0.100000,,0.986118,,,,,,,,,,,0.100000,5.641940,,,,0.100000,10.000000,,0.951817,0.100000,0.100000
L5,,,,10.000000,2.489043,,,9.131683,0.100000,0.100000,0.100000,0.986255,0.458874,0.100000,,,,,,,,,,0.100000,0.100000,0.400781,0.697122,0.100000,0.100000,,0.100000,1.012728,1.016873,0.100000
Mi1,,0.100000,10.000000,1.606128,0.100000,,,0.100000,1.950316,10.000000,0.100000,1.019450,0.265288,6.288482,3.621484,0.435386,1.292321,0.174669,0.100000,,,,,0.100000,0.100000,10.000000,0.510613,0.116513,0.100000,,0.100000,0.737878,10.000000,4.617469
Mi4,,,,,0.100000,4.459388,,0.100000,0.100000,10.000000,0.644881,0.953485,,10.000000,,1.022397,0.100000,0.824394,2.310415,,,,,0.886265,0.778505,5.753903,,1.980013,10.000000,6.071094,1.021444,1.035997,0.100000,0.100000
Mi9,,,,,,3.989546,0.100000,,0.100000,4.334316,,,0.957588,10.000000,0.100000,1.045561,4.179902,1.144859,0.100000,,,,,1.049464,0.100000,10.000000,0.953986,5.967665,4.028899,7.438666,0.989795,,5.632339,9.556086
T1,0.966971,0.959500,0.951249,,0.100000,0.100000,,0.100000,,,0.100000,,,,,,,,,,,,,2.144497,2.126671,0.100000,,,2.268386,,,,,
T2,,,,,,,,0.958691,0.915134,,0.973912,,0.964165,0.989671,0.970873,,,,,,,,,0.997909,0.964563,,0.953706,0.951157,1.011515,,,,,0.982708
T2a,,,,,,,,,2.455344,,,,1.007121,10.000000,10.000000,,,,,,,,,0.100000,,1.858240,1.019985,0.100000,10.000000,,1.033264,,,10.000000
T3,,,,,,,,,,,,,1.047849,0.963378,0.955722,,,,0.954506,,,,,0.100000,,,0.960892,2.307253,,,,0.982531,,9.289379
T4a,,,,,,,,,,,0.577628,,,,,1.039478,0.992819,0.952753,1.019301,0.988079,,,,,,,,,,,,0.973111,,
T4b,,,,,,,,,9.852566,1.299884,3.883361,,,,,1.036186,0.100000,,1.009576,,1.009354,,,,,,,,,,,,,
T4c,,,,,,,,,,,6.915737,,0.961814,,,,,6.287994,,,,1.046409,0.955054,,,,,,,,,,,
T4d,,,,,,,,,4.468622,,,,,,,,,1.019984,10.000000,,,,1.005291,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.039184,,,0.975575,,,,1.033114,1.006968,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,0.964194,,,,0.100000,,,0.985304,1.015839,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,1.011224,,,,,0.100000,,,1.007919,8.634223,0.957715,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.001863,,,,,9.999204,1.015176,,,,0.993174,,,,,,,,,,,
Tm1,,,,,0.100000,,,2.781344,0.100000,10.000000,0.100000,0.100000,0.962421,0.100000,6.911347,,,0.984743,,2.743129,0.896666,0.100000,0.100000,10.000000,0.100000,0.100000,1.019315,0.100000,0.100000,0.100000,0.100000,0.961527,,0.100000
Tm2,,,,10.000000,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.962048,0.100000,0.100000,1.038761,,6.336323,,10.000000,0.100000,0.100000,0.100000,10.000000,,,0.953482,10.000000,2.232901,10.000000,,0.982647,0.100000,0.100000
Tm20,,,,,,,,,,10.000000,9.628350,0.836507,1.028572,0.100000,,,,,,,,,,0.100000,4.291531,0.100000,1.025583,,,4.330540,,0.951551,,
Tm21,,,,,,,,,0.969892,,,,0.970933,0.976768,,,,,,,,,,0.975577,,,0.972079,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.098873,0.100000,2.313952,,0.844436,10.000000,10.000000,0.625003,10.000000,1.882805,8.356711,,1.008178,,1.049705,,,,,10.000000,0.100000,,0.981662,1.043229,7.769429,10.000000
Tm4,,,,,10.000000,,,,0.100000,4.566951,,1.005666,1.032766,0.100000,0.100000,,,,,10.000000,0.100000,0.100000,10.000000,2.501918,5.883204,,0.979901,0.100000,10.000000,,0.100000,1.046797,,0.100000
Tm9,,,,,,0.100000,,,,2.021139,0.100000,,0.975020,0.100000,,,,,,4.120904,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,0.997217,,8.644103,2.482068,,,,
C2,1.508940,0.806114,0.937796,2.219961,0.872356,0.100000,2.227924,0.100000,0.100000,1.934282,,0.284847,1.012502,0.993840,1.007826,,,,,,,,,2.298866,,,,,,1.161771,1.031891,0.958755,,
C3,1.028068,,,1.018347,0.839048,1.036337,0.990582,0.981623,1.033440,1.038675,1.058934,0.955629,1.024864,0.971996,1.020180,0.978502,1.012847,0.992965,1.035144,,,,,0.906787,0.964974,1.033108,1.025186,0.998450,0.938287,0.958421,1.036335,,,
Lawf1,0.712638,,,0.100000,0.100000,10.000000,,10.000000,,,7.477057,0.990859,,,,,,,,,,,,,,,,4.323349,,,,,6.747871,
Lawf2,10.000000,,,0.100000,0.100000,0.100000,,10.000000,,,,0.959105,,,,,,,,,,,,3.849405,5.608843,,,,,0.100000,0.514976,1.002945,6.260109,
