,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,0.989439,,,1.026510,1.001559,1.045388,1.015720,,,,,,,,,,,,,,,,,,0.998022,,,,1.043723,0.985765,,,,0.955428,,,,,,,,,,,,,,,,,,,,,,
R7,,,1.043173,0.963637,,0.972365,,,0.950874,,1.019750,0.954649,,,,,,,,,,,,,,,,,,0.989022,1.002794,,,1.009900,0.987957,,,0.964316,0.971341,,0.991846,,0.955375,1.023869,0.952481,0.998407,0.992937,,,,,,,,,
R8,,0.950725,1.001460,1.016618,1.026273,1.043422,,1.035232,0.980826,,1.035225,0.973179,,,,,,,,,,,,,1.005505,,,,0.981483,1.035970,0.957807,0.967700,,,0.951981,,0.996778,0.989304,0.969020,,1.033807,0.988643,,,0.992885,1.019596,,0.979304,,0.993758,,,,,0.985090,
L1,0.964391,1.006630,0.974204,1.008688,1.002070,0.974467,1.017648,1.019462,0.995598,1.002423,1.026170,,,,,,0.974719,0.972854,,,,,,,1.022085,1.001633,0.977684,,1.015227,1.021420,,0.970502,,1.025176,,,,0.972683,0.957045,,,,1.043895,,,,,,,,,0.992920,,,,
L2,0.991911,,1.005222,1.039746,1.002937,1.008458,1.037984,1.000888,0.981951,0.953353,0.956411,0.992542,,,,,0.957802,1.002610,1.007633,,,,,,0.995857,1.037600,0.968357,,1.021825,0.991287,,,,1.020387,,1.027577,1.047892,,1.045927,,1.010546,,,,0.966558,,,,,,,0.994169,,,,
L3,,1.044165,1.021227,1.023521,0.992555,,,,1.005221,,0.969359,0.970485,,,,,0.968516,0.986605,1.000647,1.002711,,,,,1.018619,,,,0.984463,0.972454,1.012515,,1.008983,,1.012920,0.954125,,0.969318,0.964584,1.004175,1.041830,1.026414,0.956850,1.030831,0.983869,0.960060,1.037604,0.999611,,,,,1.009514,,1.003378,1.025436
L4,0.963364,,,1.035058,0.952427,1.012732,1.012951,1.026292,0.988828,,,1.040198,,,,,1.023869,1.011855,1.005506,0.997404,,,,,,1.041268,,,,1.046419,0.985689,1.012100,,,,1.029073,0.955189,,,,,,0.970148,,,,,,,,,1.049393,,,,
L5,,,,1.045750,1.046534,,,1.034055,0.969593,0.980684,0.972560,0.981163,,,,,1.016106,1.041125,1.037715,,,,,,0.970307,0.983655,0.953580,,1.025110,0.965964,0.992281,1.005668,,0.952031,1.034407,1.033652,0.959075,0.980325,0.990215,,0.974926,1.032174,0.986068,,0.986911,,,,1.041905,1.001321,0.963520,1.018949,,0.968903,,
Mi1,,1.010457,1.025272,1.048290,1.039613,,,0.959812,0.952988,1.009869,1.029584,0.971975,0.980003,1.046836,1.022506,1.023980,1.043394,1.037355,0.999078,,,,,,0.979339,1.008774,1.026248,1.003537,1.046173,1.021635,0.998839,0.995609,1.040524,,0.993545,0.957176,0.950187,1.040088,1.048368,,0.960863,0.965352,1.032263,,,1.030855,,1.004618,1.025361,1.041722,1.038551,1.013821,0.952868,1.005178,1.028569,1.003477
Tm3,,,,0.975031,1.036533,,,,1.022265,1.047319,1.035362,0.958499,1.036889,1.004790,1.029950,1.038367,,,0.982176,,,0.969859,,1.000738,,1.021427,1.017287,1.013490,0.956742,1.007737,0.957080,1.030798,,,0.993403,0.977001,1.044003,,,0.961102,,,1.046461,,,,0.983464,,0.977511,1.006906,1.012163,1.014741,,0.973671,,
