idx,cell,in_gain,out_gain,out_scale,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,1.189544,1.039592,35.178820,9999.476794,-2.889306,1.000000
1,R7,1.000000,3.527155,0.982288,11.869717,9997.851732,-13.579585,1.000000
2,R8,1.000000,5.000000,1.010576,10.000000,9973.245708,-13.968075,1.000000
3,L1,1.000000,3.459115,0.969636,11.472700,171.569231,2.224970,4.167046
4,L2,1.000000,0.500000,0.958973,51.270690,209.572792,-1.435611,0.500000
5,L3,1.000000,5.000000,4.389229,31.826952,10000.000000,1.325717,1.000000
6,L4,1.000000,0.975226,1.047096,49.435353,207.123915,-0.049954,1.015217
7,L5,1.000000,0.947833,0.979763,51.469177,191.273741,-1.541281,0.500000
8,Mi1,1.000000,0.500000,1.026609,48.482737,9999.997904,-3.618625,1.000000
9,Mi4,1.000000,5.000000,1.048981,10.000000,9993.363940,11.979256,1.000000
10,Mi9,1.000000,5.000000,1.021321,71.521872,10000.000000,-12.745140,1.000000
11,T1,1.000000,5.000000,0.965509,21.961757,10000.000000,1.800440,1.000000
12,T2,1.000000,5.000000,1.018744,100.000000,10000.000000,20.000000,1.000000
13,T2a,1.000000,5.000000,1.029635,89.842045,10000.000000,20.000000,1.000000
14,T3,1.000000,5.000000,0.967374,99.416906,10000.000000,20.000000,1.000000
15,T4a,1.000000,1.215021,1.041201,49.324540,10000.000000,-0.465758,1.000000
16,T4b,1.000000,5.000000,1.040337,27.291939,9994.963747,20.000000,1.000000
17,T4c,1.000000,0.740739,1.027649,48.271801,9999.999973,-1.962547,1.000000
18,T4d,1.000000,1.048704,1.014789,49.087280,10000.000000,0.399845,1.000000
19,T5a,1.000000,5.000000,1.037443,89.035943,10000.000000,20.000000,1.000000
20,T5b,1.000000,5.000000,0.996784,75.602791,9997.290642,20.000000,1.000000
21,T5c,1.000000,5.000000,0.988535,84.403000,10000.000000,20.000000,1.000000
22,T5d,1.000000,0.969297,1.013005,48.780476,9992.671528,-0.014465,1.000000
23,Tm1,1.000000,5.000000,1.040673,100.000000,10000.000000,20.000000,1.000000
24,Tm2,1.000000,5.000000,0.995317,100.000000,10000.000000,20.000000,1.000000
25,Tm20,1.000000,5.000000,1.000040,63.563264,10000.000000,18.966928,1.000000
26,Tm21,1.000000,5.000000,0.970644,78.783051,10000.000000,20.000000,1.000000
27,Tm3,1.000000,5.000000,0.997379,98.237678,10000.000000,2.118637,1.000000
28,Tm4,1.000000,5.000000,1.027251,100.000000,10000.000000,20.000000,1.000000
29,Tm9,1.000000,5.000000,1.015820,57.755427,9985.522723,20.000000,1.000000
30,C2,1.000000,0.500000,0.999155,51.256563,9999.958161,-3.593831,1.000000
31,C3,1.000000,5.000000,0.969261,62.859848,10000.000000,-5.818228,1.000000
32,Lawf1,1.000000,5.000000,1.028065,97.019970,10000.000000,-0.356625,1.000000
33,Lawf2,1.000000,5.000000,1.018308,100.000000,10000.000000,-7.932219,1.000000
