idx,ctype,in_gain,out_gain,out_scale,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,0.923598,0.973600,49.566929,200.000046,0.000803,0.995548
1,R7,1.000000,1.067256,1.031392,46.185719,199.999954,0.025275,1.020447
2,R8,1.000000,0.934361,1.037470,45.913048,199.999969,-0.000647,1.016235
3,L1,1.000000,1.083287,0.956348,52.445168,200.000031,0.033122,1.014451
4,L2,1.000000,1.032005,1.003341,45.115288,199.999985,-0.046778,0.957280
5,L3,1.000000,0.999843,0.979637,49.788452,199.999985,-0.019687,1.022039
6,L4,1.000000,0.947203,0.977445,46.845615,200.000031,0.026368,0.983368
7,L5,1.000000,0.951908,0.996368,47.061310,199.999954,0.048902,0.990631
8,Mi1,1.000000,1.058040,0.977855,52.654274,199.999969,0.020177,1.049906
9,Mi4,1.000000,1.056667,0.962951,49.690536,199.999969,-0.024247,1.017261
10,Mi9,1.000000,1.037887,1.015967,49.654987,200.000015,-0.036986,1.010963
11,T1,1.000000,0.938226,0.969931,51.036198,200.000000,-0.016293,0.988664
12,T2,1.000000,1.037336,0.968606,46.865547,200.000046,-0.041997,1.046441
13,T2a,1.000000,1.004361,0.956389,47.499744,200.000015,-0.036500,1.002488
14,T3,1.000000,0.918311,0.974517,47.934582,200.000015,0.041512,1.021356
15,T4a,1.000000,1.003327,0.987312,47.523628,199.999985,0.018492,1.004716
16,T4b,1.000000,1.020748,0.991711,50.260429,200.000046,0.049785,0.966375
17,T4c,1.000000,0.922604,1.010464,47.859024,199.999985,-0.026500,0.968880
18,T4d,1.000000,0.971721,0.966511,53.865425,200.000000,-0.000240,1.023199
19,T5a,1.000000,1.000228,0.975434,47.728626,200.000046,0.047315,0.951179
20,T5b,1.000000,0.999368,0.967102,54.426445,199.999954,-0.004026,0.957114
21,T5c,1.000000,1.073879,0.990399,49.463093,199.999969,-0.042953,0.989632
22,T5d,1.000000,1.017343,1.006521,45.672253,200.000000,-0.029155,1.028911
23,Tm1,1.000000,1.012093,0.983443,47.158550,200.000015,-0.041248,0.994913
24,Tm2,1.000000,1.017735,0.986084,45.526382,199.999969,0.041409,0.992471
25,Tm20,1.000000,0.959662,1.026673,52.991741,199.999969,0.039948,0.965188
26,Tm21,1.000000,1.071995,0.959090,49.059334,200.000000,0.004484,1.000475
27,Tm3,1.000000,0.906203,0.985656,53.920654,199.999954,-0.004653,0.965230
28,Tm4,1.000000,0.921266,1.026261,49.831608,199.999985,0.010773,1.005314
29,Tm9,1.000000,1.043646,1.010406,53.435486,200.000031,-0.043135,0.963220
30,C2,1.000000,0.923285,1.010936,48.312477,200.000000,-0.003026,1.025953
31,C3,1.000000,0.916187,0.969157,52.539940,200.000000,-0.046378,1.029431
