root_id,type,sort_key
720575940626711226,R1-6,0
720575940625015629,R1-6,0
720575940627381379,R1-6,0
720575940618675969,R1-6,0
720575940639370310,R1-6,0
720575940638684393,R1-6,0
720575940635759258,R1-6,0
720575940613182873,R1-6,0
720575940639319622,R1-6,0
720575940621269382,R1-6,0
720575940624444686,R1-6,0
720575940629640451,R1-6,0
720575940630718464,R1-6,0
720575940623289565,R1-6,0
720575940615762070,R1-6,0
720575940606383038,R1-6,0
720575940606884017,R1-6,0
720575940634757145,R1-6,0
720575940632038219,R1-6,0
720575940632176426,R1-6,0
720575940624221832,R1-6,0
720575940632517955,R1-6,0
720575940605616096,R1-6,0
720575940632176170,R1-6,0
720575940621777135,R1-6,0
720575940606770865,R1-6,0
720575940617529629,R1-6,0
720575940628289553,R1-6,0
720575940626891838,R1-6,0
720575940616763698,R1-6,0
720575940618311142,R1-6,0
720575940632837004,R1-6,0
720575940612091342,R1-6,0
720575940639159012,R1-6,0
720575940621774433,R1-6,0
720575940638818025,R1-6,0
720575940606330726,R1-6,0
720575940631221564,R8,1
720575940626995033,R8,1
720575940624978357,R8,1
720575940609785301,R8,1
720575940617734203,R8,1
720575940627919902,R8,1
720575940614937666,R8,1
720575940616110239,R8,1
720575940616093855,R7,1
720575940619880758,R7,1
720575940627084132,L1,2
720575940616971788,L1,2
720575940638737085,L1,2
720575940624026762,L1,2
720575940610656046,L1,2
720575940632414226,L1,2
720575940624416403,L1,2
720575940618964052,L3,3
720575940620903760,L3,3
720575940624291464,L3,3
720575940632587857,L5,5
720575940630227303,L5,5
720575940621841279,L5,5
720575940613201381,L5,5
720575940617061051,L5,5
720575940643823924,Mi9,6
720575940611780450,Mi1,7
720575940619393349,Mi1,7
720575940632814648,Mi1,7
720575940627967101,Mi1,7
