time_ms,vm_PC,vm_NC
-355.0,0.0,0.0
-354.0,0.0,0.0
-353.0,0.0,0.0
-352.0,0.0,0.0
-351.0,0.0,0.0
-350.0,0.0,0.0
-349.0,0.0,0.0
-348.0,0.0,0.0
-347.0,0.0,0.0
-346.0,0.0,0.0
-345.0,0.0,0.0
-344.0,0.0,0.0
-343.0,0.0,0.0
-342.0,0.0,0.0
-341.0,0.0,0.0
-340.0,0.0,0.0
-339.0,0.0,0.0
-338.0,0.0,0.0
-337.0,0.0,0.0
-336.0,0.0,0.0
-335.0,0.0,0.0
-334.0,0.0,0.0
-333.0,0.0,0.0
-332.0,0.0,0.0
-331.0,0.0,0.0
-330.0,0.0,0.0
-329.0,0.0,0.0
-328.0,0.0,0.0
-327.0,0.0,0.0
-326.0,0.0,0.0
-325.0,0.0,0.0
-324.0,0.0,0.0
-323.0,0.0,0.0
-322.0,0.0,0.0
-321.0,0.0,0.0
-320.0,0.0,0.0
-319.0,0.0,0.0
-318.0,0.0,0.0
-317.0,0.0,0.0
-316.0,0.0,0.0
-315.0,0.0,0.0
-314.0,0.0,0.0
-313.0,0.0,0.0
-312.0,0.0,0.0
-311.0,0.0,0.0
-310.0,0.0,0.0
-309.0,0.0,0.0
-308.0,0.0,0.0
-307.0,0.0,0.0
-306.0,0.0,0.0
-305.0,0.0,0.0
-304.0,0.0,0.0
-303.0,0.0,0.0
-302.0,0.0,0.0
-301.0,0.0,0.0
-300.0,0.0,0.0
-299.0,0.0,0.0
-298.0,0.0,0.0
-297.0,0.0,0.0
-296.0,0.0,0.0
-295.0,0.0,0.0
-294.0,0.0,0.0
-293.0,0.0,0.0
-292.0,0.0,0.0
-291.0,0.0,0.0
-290.0,0.0,0.0
-289.0,0.0,0.0
-288.0,0.0,0.0
-287.0,0.0,0.0
-286.0,0.0,0.0
-285.0,0.0,0.0
-284.0,0.0,0.0
-283.0,0.0,0.0
-282.0,0.0,0.0
-281.0,0.0,0.0
-280.0,0.0,0.0
-279.0,0.0,0.0
-278.0,0.0,0.0
-277.0,0.0,0.0
-276.0,0.0,0.0
-275.0,0.0,0.0
-274.0,0.0,0.0
-273.0,0.0,0.0
-272.0,0.0,0.0
-271.0,0.0,0.0
-270.0,0.0,0.0
-269.0,0.0,0.0
-268.0,0.0,0.0
-267.0,0.0,0.0
-266.0,0.0,0.0
-265.0,0.0,0.0
-264.0,0.0,0.0
-263.0,0.0,0.0
-262.0,0.0,0.0
-261.0,0.0,0.0
-260.0,0.0,0.0
-259.0,0.0,0.0
-258.0,0.0,0.0
-257.0,0.0,0.0
-256.0,0.0,0.0
-255.0,0.0,0.0
-254.0,0.0,0.0
-253.0,0.0,0.0
-252.0,0.0,0.0
-251.0,0.0,0.0
-250.0,0.0,0.0
-249.0,0.0,0.0
-248.0,0.0,0.0
-247.0,0.0,0.0
-246.0,0.0,0.0
-245.0,0.0,0.0
-244.0,0.0,0.0
-243.0,0.0,0.0
-242.0,0.0,0.0
-241.0,0.0,0.0
-240.0,0.0,0.0
-239.0,0.0,0.0
-238.0,0.0,0.0
-237.0,0.0,0.0
-236.0,0.0,0.0
-235.0,0.0,0.0
-234.0,0.0,0.0
-233.0,0.0,0.0
-232.0,0.0,0.0
-231.0,0.0,0.0
-230.0,0.0,0.0
-229.0,0.0,0.0
-228.0,0.0,0.0
-227.0,0.0,0.0
-226.0,0.0,0.0
-225.0,0.0,0.0
-224.0,0.0,0.0
-223.0,0.0,0.0
-222.0,0.0,0.0
-221.0,0.0,0.0
-220.0,0.0,0.0
-219.0,0.006522141394563163,0.0
-218.0,0.013044282505541597,0.0
-217.0,0.019566423900104754,0.0
-216.0,0.026088565294667916,0.0
-215.0,0.032610706689231085,0.0
-214.0,0.0214033082588825,-0.0013826760580184444
-213.0,0.010195909834221972,-0.0027653521362811374
-212.0,-0.0010114885961266223,-0.004148028194299577
-211.0,-0.012218887074549354,-0.005530704509970448
-210.0,-0.023426285241557435,-0.006913380851573637
-209.0,-0.030424220394803345,-0.014304785912108963
-208.0,-0.03742215423334289,-0.021696191541711374
-207.0,-0.04442008912256099,-0.02908759693390559
-206.0,-0.051418023519303344,-0.0364790034894629
-205.0,-0.05841595838896453,-0.043870409354575875
-204.0,-0.05262777766279677,-0.05566341812313734
-203.0,-0.04683959709693268,-0.0674564285121317
-202.0,-0.041051416524693206,-0.07924943764153033
-201.0,-0.03526323566886895,-0.09104244787437393
-200.0,-0.029475055103004928,-0.102835457447513
-199.0,-0.029382573359114022,-0.1093923448410869
-198.0,-0.029290092426175956,-0.11594923328804965
-197.0,-0.029197611762168157,-0.12250612162001066
-196.0,-0.029105130545645678,-0.12906300966838694
-195.0,-0.029012649349367228,-0.13561989771676308
-194.0,-0.0383026562421118,-0.1254602640766221
-193.0,-0.04759266368737128,-0.11530063046004302
-192.0,-0.056882670580115854,-0.10514099721067649
-191.0,-0.0661726772095201,-0.0949813633307569
-190.0,-0.07546268410226481,-0.0848217294265881
-189.0,-0.12425518509007077,-0.07958340705659114
