time_ms,vm_PC,vm_NC
-186.0,0.39655080184399616,-0.0664875499601841
-185.0,0.480939390863252,-0.07551191586777713
-184.0,0.5184976635187045,-0.08592579853328366
-183.0,0.5560559348796205,-0.09633968204881603
-182.0,0.5936142086763361,-0.10675356401587209
-181.0,0.6311724815670874,-0.11716744729610562
-180.0,0.6687307535771472,-0.12758133145703088
-179.0,0.6695806951535688,-0.13067504383302436
-178.0,0.6704306400292182,-0.13376875620901765
-177.0,0.6712805833743993,-0.1368624685850109
-176.0,0.6721305271791072,-0.1399561800803124
-175.0,0.6729804698608874,-0.14304989245630576
-174.0,0.6541433601743091,-0.1441066654084293
-173.0,0.6353062500790743,-0.1451634389752796
-172.0,0.6164691402339839,-0.14622021320616357
-171.0,0.5976320305474052,-0.14727698722922888
-170.0,0.5787949202460996,-0.1483337614945297
-169.0,0.5540969540473859,-0.1542001601346149
-168.0,0.5293989868327704,-0.16006655992498176
-167.0,0.5047010195286983,-0.1659329585606832
-166.0,0.4800030539109275,-0.17179935770565719
-165.0,0.4553050870630699,-0.17766575707422605
-164.0,0.441524424845618,-0.17178516899626614
-163.0,0.4277437646818585,-0.16590458095272326
-162.0,0.4139631030797663,-0.1600239935545732
-161.0,0.4001824423006471,-0.15414340505544827
-160.0,0.386401780698555,-0.1482628170119052
-159.0,0.39240277992377104,-0.14175000801325566
-158.0,0.3984037797643468,-0.13523719966438275
-157.0,0.4044047796042899,-0.12872439067011682
-156.0,0.41040577882950596,-0.12221158140613506
-155.0,0.41640677863566483,-0.1156987724419024
-154.0,0.3954057398937566,-0.11148004494816098
-153.0,0.37440470008090654,-0.10726131660439386
-152.0,0.35340366000272455,-0.10304258851912226
-151.0,0.33240262077018445,-0.09882386102538077
-150.0,0.31140158141354946,-0.09460513358550221
-149.0,0.29433557084830514,-0.10100358736572733
-148.0,0.27726956094597976,-0.10740204221052804
-147.0,0.26020355107855314,-0.11380049622685737
-146.0,0.24313754117559477,-0.12019895168701786
-145.0,0.22607153122571064,-0.12659740621198656
-144.0,0.20419968348119033,-0.13422839296668887
-143.0,0.18232783402033528,-0.14185937995812836
-142.0,0.16045598512178247,-0.14949036606368687
-141.0,0.13858413627565436,-0.1571213524097333
-140.0,0.11671228744437148,-0.16475233936675582
-139.0,0.09746547561336277,-0.16470023201754885
-138.0,0.07821866335899207,-0.16464812532687673
-137.0,0.05897184942468599,-0.16459601882913388
-136.0,0.03972503722471075,-0.1645439119323909
-135.0,0.020478224970339944,-0.1644918054002309
-134.0,0.04650037161216766,-0.15885817236657918
-133.0,0.07252252064296855,-0.1532245404049838
-132.0,0.09854466736788692,-0.14759090825202378
-131.0,0.1245668140441315,-0.1419572763248454
-130.0,0.15058896089970367,-0.13632364483528603
-129.0,0.1696946997009017,-0.1252145126951701
-128.0,0.18880043790538026,-0.11410538096200705
-127.0,0.20790617614427584,-0.10299624905718996
-126.0,0.22701191560887435,-0.09188711732402685
-125.0,0.24611765384776985,-0.0807779839237909
-124.0,0.25764116093942974,-0.06748389073654153
-123.0,0.26916466836432446,-0.05418979546006781
-122.0,0.2806881757061282,-0.04089570007894913
-121.0,0.29221168218306137,-0.0276016041877485
-120.0,0.30373518864417337,-0.014307509504447424
-119.0,0.30524461945440007,-0.00170051817636932
-118.0,0.3067540509931106,0.01090647348906643
-117.0,0.30826348134712234,0.02351346397086966
-116.0,0.3097729123940864,0.03612045570823654
-115.0,0.3112823438497061,0.04872744737303937
-114.0,0.31576908261364084,0.060896210735960736
-113.0,0.32025582225826765,0.07306497358494819
-112.0,0.3247425610522358,0.08523373643393561
-111.0,0.3292292998161707,0.09740249984489777
-110.0,0.33371603858010557,0.10957126248781432
-109.0,0.32826685507597325,0.11750138060302096
-108.0,0.3228176695026994,0.12543149920997423
-107.0,0.3173684861577117,0.13336161717153444
-106.0,0.31191930192134454,0.14129173508067008
-105.0,0.30647011646557865,0.149221855756504
-104.0,0.27010130480499184,0.14852922493789145
-103.0,0.23373249332892176,0.1478365953493657
-102.0,0.19736368338268728,0.1471439661275979
-101.0,0.16099487190661724,0.1464513359237123
-100.0,0.12462606131123906,0.14575870572045957
-99.0,0.09729041723082252,0.14386293016991386
-98.0,0.06995477315040606,0.14196715446085623
-97.0,0.04261913005274023,0.14007137875179848
-96.0,0.015283486222467644,0.13817560365746773
-95.0,-0.012052158738640736,0.13627982794841012
-94.0,-0.04695806599244385,0.13169027809633313
-93.0,-0.08186397575444966,0.12710073029794863
-92.0,-0.116769882972721,0.12251118172351738
-91.0,-0.15167579113788213,0.11792163248680025
-90.0,-0.18658169959109427,0.11333208468841582
-89.0,-0.2182280413722297,0.10766234240824588
-88.0,-0.2498743832470433,0.1019925999220051
-87.0,-0.28152072503939934,0.09632285702647542
-86.0,-0.31316706708586695,0.09065311454023461
-85.0,-0.34481340869534866,0.08498337324218257
-84.0,-0.35876345840064555,0.07887329920261524
-83.0,-0.3727135083675237,0.07276322639530947
-82.0,-0.3866635570018793,0.0666531523557421
-81.0,-0.40061360670717594,0.060543080369234156
-80.0,-0.41456365646114685,0.054433007105713596
-79.0,-0.41310841833113265,0.04927150029599864
-78.0,-0.4116531810240913,0.04410999394079394
-77.0,-0.4101979449471367,0.03894848774580583
-76.0,-0.4087427062017628,0.03378698032073099
-75.0,-0.4072874695100812,0.028625473700194203
-74.0,-0.3962520732996998,0.025775925124888945
-73.0,-0.38521667807143595,0.02292637571394075
-72.0,-0.3741812826078734,0.020076826682420626
-71.0,-0.36314588685370663,0.017227278348718046
-70.0,-0.35211049162544283,0.014377729552496731
-69.0,-0.3282641576602834,0.014176091978475169
-68.0,-0.304417825989786,0.013974454274436844
-67.0,-0.2805714947047438,0.013772817948026143
-66.0,-0.2567251618460574,0.013571181398020254
-65.0,-0.2328788304415252,0.013369543402200822
-64.0,-0.22670234376307719,0.011843851349998054
-63.0,-0.22052585778244682,0.010318159946939107
-62.0,-0.21434937083803407,0.008792467254532418
-61.0,-0.20817288485740382,0.007266775236746546
-60.0,-0.2019963988767734,0.005741084122849287
-59.0,-0.21459196584668794,0.003845402391586039
-58.0,-0.22718753240794673,0.0019497203643130435
-57.0,-0.23978309760910194,5.403838290583829e-05
-56.0,-0.25237866457901637,-0.0018416429465495585
-55.0,-0.26497423114027513,-0.0037373236956949954
-54.0,-0.2942909109358449,-0.006714911153589737
-53.0,-0.3236075915550207,-0.00969249852228826
-52.0,-0.3529242713150587,-0.012670085182581855
-51.0,-0.38224095156684357,-0.015647672882079272
-50.0,-0.41155763060750994,-0.018625259759664066
-49.0,-0.43893517151853334,-0.01873609495313172
-48.0,-0.4663127122234854,-0.018846928707151767
-47.0,-0.4936902518213312,-0.018957764005264423
-46.0,-0.5210677933777477,-0.01906859875940996
-45.0,-0.548445333384882,-0.019179432513430048
-44.0,-0.557097289481505,-0.018080893746256394
-43.0,-0.5657492458134264,-0.01698235465613688
-42.0,-0.5744012012122317,-0.01588381426145236
-41.0,-0.5830531573380822,-0.014785275411820831
-40.0,-0.591705113719005,-0.013686736438576238
-39.0,-0.5775632054894906,-0.0181991287304491
-38.0,-0.5634212961894735,-0.022711520040204193
-37.0,-0.5492793879599589,-0.02722391217293214
-36.0,-0.5351374794644796,-0.03173630446480498
-35.0,-0.5209955704304273,-0.03624869675667786
-34.0,-0.5029435714220847,-0.03955902737016076
-33.0,-0.4848915699599353,-0.0428693579836436
-32.0,-0.466839571438474,-0.0461796895792443
-31.0,-0.4487875722709867,-0.04949002019272723
-30.0,-0.430735570967982,-0.0528003501908504
-29.0,-0.4226176898681704,-0.05590307628168059
-28.0,-0.41449980666224173,-0.059005801915663056
-27.0,-0.4063819255624299,-0.062108526567527744
-26.0,-0.3982640424089258,-0.06521125220151025
-25.0,-0.3901461598183571,-0.06831397829234043
-24.0,-0.34270310952644095,-0.06627041159802985
-23.0,-0.29526005840461544,-0.06422684580300708
-22.0,-0.24781700850275934,-0.0621832798847434
-21.0,-0.20037395722872578,-0.060139713440576684
-20.0,-0.152930907699994,-0.05809614720248104
-19.0,-0.1265621240600757,-0.053691145886390734
-18.0,-0.10019333969485947,-0.049286142303700445
-17.0,-0.07382455535712344,-0.044881140376634134
-16.0,-0.04745577160663416,-0.04047613898231459
-15.0,-0.021086988582075514,-0.03607113515802166
-14.0,-0.038523916017071586,-0.02547567098967797
-13.0,-0.05596084275425011,-0.01488020458540058
-12.0,-0.07339776939630661,-0.004284740417057075
-11.0,-0.09083469592741417,0.006310726070311077
-10.0,-0.10827162485846173,0.016906192107830415
-9.0,-0.14504235103852312,0.03220830617754269
-8.0,-0.1818130792929635,0.04751042281049743
-7.0,-0.2185838063881335,0.0628125367216975
-6.0,-0.25535453229019245,0.07811465326519548
-5.0,-0.2921252606641229,0.09341676993256715
-4.0,-0.29643640464039067,0.08650796484469914
-3.0,-0.30074754788468455,0.07959915841362039
-2.0,-0.3050586921117291,0.07269035357563561
-1.0,-0.30936983489980824,0.06578154717459024
0.0,-0.31368097912621995,0.058872742086722114
1.0,-0.3200842228377695,0.03685419477787321
2.0,-0.32648746691041197,0.014835648414166458
3.0,-0.3328907113017714,-0.007182897931532775
4.0,-0.33929395357498826,-0.02920144497504957
5.0,-0.34569719862974874,-0.0512199928648413
6.0,-0.3222838891937605,-0.06205732896233796
7.0,-0.2988705794918069,-0.07289466483453486
8.0,-0.275457270753636,-0.08373200373624394
9.0,-0.252043960595468,-0.09456933983374063
10.0,-0.22863065115947964,-0.10540667632129723
11.0,-0.20112458842989941,-0.10775823832989113
12.0,-0.17361852501858266,-0.11010979945842597
13.0,-0.14611246134193429,-0.11246136080473405
14.0,-0.1186063988820696,-0.11481292342868765
15.0,-0.0911003354707533,-0.11716448345123102
16.0,-0.1317835939982778,-0.119441793231023
17.0,-0.17246685301643455,-0.12171910193719415
18.0,-0.2131501105199433,-0.12399641028082845
19.0,-0.253833369081885,-0.12627371914551164
20.0,-0.2945166276438267,-0.12855102827615977
21.0,-0.36534990650236226,-0.13553121815535701
22.0,-0.43618318416037366,-0.14251140861924783
23.0,-0.5070164627773064,-0.14949159836698586
24.0,-0.5778497406537237,-0.1564717876007901
25.0,-0.6486830199684749,-0.16345197744995407
26.0,-0.5320269202413551,-0.17249389145737445
27.0,-0.415370821413742,-0.18153580432765487
28.0,-0.29871472354943207,-0.19057771909189333
29.0,-0.18205862329004208,-0.19961963196217383
30.0,-0.06540252307229477,-0.2086615455133794
31.0,0.4979399769771815,-0.22827678009954722
32.0,1.0612824790035633,-0.24789201609257017
33.0,1.624624979732848,-0.26750725113495255
34.0,2.18796747972243,-0.2871224860934334
35.0,2.751309982014776,-0.3067377219921458
36.0,3.3395315689957616,-0.3295755404342425
37.0,3.9277531574873823,-0.35241335930819206
38.0,4.51597474544673,-0.3752511785066364
39.0,5.104196333133816,-0.39808899639846823
40.0,5.692417922357675,-0.4209268159115069
41.0,6.225489365299543,-0.450117655977772
42.0,6.758560807371942,-0.47930849463744263
43.0,7.291632251093617,-0.508499334211961
44.0,7.824703693154799,-0.5376901737523233
45.0,8.357775136209318,-0.5668810131207709
46.0,8.874135509126088,-0.599496406335467
47.0,9.390495881049514,-0.6321118003233906
48.0,9.906856253877452,-0.6647271944187786
49.0,10.423216625155476,-0.6973425883422514
50.0,10.939576999478843,-0.7299579824376392
51.0,11.418048322275345,-0.7628035603582856
52.0,11.896519646987084,-0.7956491382789322
53.0,12.374990970166172,-0.8284947174221841
54.0,12.853462294180087,-0.8613402953428314
55.0,13.331933618656526,-0.8941858739088706
56.0,13.699597492299894,-0.927075446571544
57.0,14.067261367240615,-0.959965022042813
58.0,14.434925241044684,-0.9928545959292063
59.0,14.802589116866095,-1.0257441707851163
60.0,15.170252989972967,-1.0586337440631486
61.0,15.419988151335687,-1.0989387601214795
62.0,15.669723313676776,-1.1392437775419895
63.0,15.919458475188572,-1.179548793552279
64.0,16.16919363688426,-1.2198538093753108
65.0,16.418928797545412,-1.26015882703112
66.0,16.622674192407796,-1.2971771018843836
67.0,16.82641958524087,-1.3341953774696207
68.0,17.030164977969285,-1.3712136535222927
69.0,17.233910371975348,-1.4082319285816272
70.0,17.437655764336377,-1.4452502044321962
71.0,17.604128285503187,-1.4728649729660708
72.0,17.770600804817768,-1.5004797403042751
73.0,17.937073326234092,-1.5280945087673892
74.0,18.103545847317818,-1.5557092760711768
75.0,18.270018369158628,-1.5833240446162715
76.0,18.41537922747037,-1.6092786823674463
77.0,18.560740085767286,-1.6352333212704704
78.0,18.706100943888156,-1.661187959009136
79.0,18.85146180182048,-1.6871425990317759
80.0,18.996822659574605,-1.7130972375980749
81.0,19.122614796293398,-1.7375980606550536
82.0,19.24840693244394,-1.762098882516363
83.0,19.3741990687552,-1.7865997069165531
84.0,19.49999120380097,-1.8111005289363742
85.0,19.62578333958631,-1.8356013526387458
86.0,19.75080360870622,-1.8576536808003206
87.0,19.875823875963942,-1.8797060091454054
88.0,20.000844145987717,-1.901758337171138
89.0,20.125864414068424,-1.9238106650600064
90.0,20.250884682821578,-1.94586299471325
91.0,20.43040639158756,-1.9703085505155427
92.0,20.60992809986667,-1.9947541051594166
93.0,20.789449808549584,-2.0191996614869785
94.0,20.96897151682869,-2.043645217900247
95.0,21.148493225511587,-2.068090773856666
96.0,21.223211740779224,-2.0949992059363267
97.0,21.297930255378265,-2.1219076387131715
98.0,21.372648769231294,-2.148816071614746
99.0,21.447367285379634,-2.175724503693773
100.0,21.522085800150336,-2.202632937051561
101.0,21.616957510746783,-2.240541024246009
102.0,21.711829220703525,-2.2784491100797215
103.0,21.806700931265567,-2.316357195930958
104.0,21.90157264312216,-2.3542652835340623
105.0,21.996444354382017,-2.392173370645422
106.0,22.052732521762202,-2.425210281052592
107.0,22.10902069005372,-2.4582471934951244
108.0,22.1653088563233,-2.4912841050331336
109.0,22.221597023728947,-2.5243210173925705
110.0,22.277885191595992,-2.5573579291129227
111.0,22.337619365825088,-2.5925801407603446
112.0,22.39735353901963,-2.627802349586661
113.0,22.457087713249344,-2.6630245610280125
114.0,22.51682188747842,-2.698246771369194
115.0,22.576556061009693,-2.733468982844962
116.0,22.660835087704836,-2.7701516363438516
117.0,22.74511411470228,-2.8068342903038244
118.0,22.82939314103258,-2.843516943596642
119.0,22.91367216803004,-2.880199597060484
120.0,22.9979511941098,-2.9168822508095182
121.0,23.064663923196846,-2.941974704107511
122.0,23.131376651330996,-2.9670671584119854
123.0,23.198089378821194,-2.9921596132185417
124.0,23.264802108823336,-3.0172520683799804
125.0,23.331514836722175,-3.0423445232879596
126.0,23.292451561495213,-3.0610889959221748
127.0,23.253388285083826,-3.0798334702257963
128.0,23.214325008874738,-3.098577942860009
129.0,23.175261734056427,-3.1173224164545914
130.0,23.136198458290412,-3.1360668897866217
131.0,23.144671427521942,-3.1547952000569364
132.0,23.153144397605203,-3.173523512003434
133.0,23.161617367568976,-3.1922518216239717
134.0,23.170090336102945,-3.2109801336048873
135.0,23.178563305186028,-3.2297084449053592
136.0,23.200549868644096,-3.243133746048164
137.0,23.22253643056538,-3.2565590483140765
138.0,23.24452299191267,-3.2699843504045796
139.0,23.266509555211588,-3.2834096515167177
140.0,23.28849611740891,-3.296834953607222
141.0,23.312500061678342,-3.315394982990576
142.0,23.336504005652262,-3.3339550106234395
143.0,23.360507947348403,-3.3525150391859957
144.0,23.384511891161637,-3.3710750692671674
145.0,23.408515834153437,-3.3896350963913897
146.0,23.432253107982138,-3.413180768146099
147.0,23.455990378523474,-3.436726439476068
148.0,23.479727648514537,-3.460272111319977
149.0,23.50346492115478,-3.483817781005543
150.0,23.52720219245839,-3.5073634513540286
151.0,23.556493311823665,-3.5312382867693626
152.0,23.585784433607508,-3.5551131223083106
153.0,23.615075553515855,-3.578987957166002
154.0,23.644366673667786,-3.602862791884151
155.0,23.673657793067505,-3.626737627505558
156.0,23.721110650187708,-3.656598679946907
157.0,23.768563505432436,-3.686459733101263
158.0,23.816016362270258,-3.7163207857735285
159.0,23.863469218130355,-3.7461818391181327
160.0,23.91092207375451,-3.7760428919964704
161.0,23.908401162368783,-3.815543908172678
162.0,23.905880249301156,-3.8550449245904908
163.0,23.903359337743787,-3.894545941587497
164.0,23.900838426358064,-3.9340469571483467
165.0,23.8983175141553,-3.973547973935535
166.0,23.868678970309507,-4.010810751815546
167.0,23.839040424518,-4.048073530181803
168.0,23.809401880026805,-4.085336309198956
169.0,23.77976333549606,-4.122599087530798
170.0,23.750124791121745,-4.159861865204739
171.0,23.64602291941651,-4.195099199672249
172.0,23.541921049289172,-4.23033653465514
173.0,23.437819178986413,-4.26557386863202
174.0,23.333717307895903,-4.300811202811004
175.0,23.22961543715382,-4.336048536616233
176.0,23.087709870799547,-4.363195890401498
177.0,22.945804303625813,-4.390343243424493
178.0,22.80389873727154,-4.4174905975295875
179.0,22.66199317062371,-4.44463795155015
180.0,22.520087604914814,-4.471785305916353
181.0,22.358464830952776,-4.485863238352753
182.0,22.196842056257573,-4.499941169367714
183.0,22.035219281873744,-4.514019102890877
184.0,21.87359650797677,-4.5280970345174465
185.0,21.711973734014734,-4.54217496603511
186.0,21.484010783538373,-4.5418495058396395
187.0,21.25604783114479,-4.54152404705713
188.0,21.02808488119433,-4.541198588849196
189.0,20.800121930481858,-4.5408731273105145
190.0,20.572158978668593,-4.540547668769605
191.0,20.32506147533308,-4.5056236444361515
192.0,20.077963972667785,-4.470699617894244
193.0,19.83086646933227,-4.435775591963942
194.0,19.58376896579068,-4.40085156720869
195.0,19.336671462696767,-4.365927540549908
196.0,19.09960321082223,-4.310825723076354
197.0,18.862534961400385,-4.255723903833407
198.0,18.625466709104046,-4.200622086276761
199.0,18.388398458524044,-4.145520266974552
200.0,18.151330207712533,-4.090418448821188
201.0,17.931927424016294,-4.022115107158779
202.0,17.712524638905542,-3.9538117652959786
203.0,17.493121854711838,-3.885508421663782
204.0,17.273719069967854,-3.817205080475599
205.0,17.05431628456794,-3.7489017374587594
206.0,16.861511803221518,-3.669674354386808
207.0,16.668707318512595,-3.590446970782105
208.0,16.475902835461035,-3.511219587504084
209.0,16.283098352676276,-3.431992202153185
210.0,16.0902938687434,-3.352764820472007
211.0,15.915936682235566,-3.2663849117235513
212.0,15.74157949581663,-3.180005003790158
213.0,15.567222307971884,-3.093625094824412
214.0,15.392865121075099,-3.0072451866843184
215.0,15.218507933500062,-2.920865279279076
216.0,15.05416220401205,-2.833746466434494
217.0,14.889816473628755,-2.74662765336439
218.0,14.7254707448645,-2.659508838259562
219.0,14.561125015221716,-2.5723900252908822
220.0,14.396779285044502,-2.4852712121857308
221.0,14.288092116348178,-2.4075210075520705
222.0,14.179404947579535,-2.329770804581994
223.0,14.070717777843369,-2.2520206007946104
224.0,13.962030609233869,-2.1742703972625588
225.0,13.853343441076213,-2.096520193647087
226.0,13.652241045565596,-2.0099606437153996
227.0,13.451138650685518,-1.9234010933518733
228.0,13.250036255872724,-1.8368415424380666
229.0,13.048933860728859,-1.750281992374921
230.0,12.847831465677135,-1.6637224430585924
231.0,12.70190458412127,-1.5754147207913198
232.0,12.555977701335312,-1.4871069995769806
233.0,12.410050819353897,-1.3987992774925804
234.0,12.26412393718331,-1.3104915563613313
235.0,12.118197055627437,-1.2221838340708606
236.0,11.987604595963937,-1.1395315343941947
237.0,11.857012136483306,-1.0568792340677553
238.0,11.726419677442,-0.974226933202898
239.0,11.595827217961379,-0.8915746327939971
240.0,11.465234757600058,-0.8089223322658696
241.0,11.350311629907333,-0.7211245283992879
242.0,11.235388502959989,-0.6333267253093874
243.0,11.120465377935677,-0.5455289220888334
244.0,11.005542250006222,-0.4577311185420845
245.0,10.89061912324694,-0.36993331471055413
246.0,10.805440125519144,-0.27258240914215026
247.0,10.72026112728864,-0.17523150360223871
248.0,10.635082129423346,-0.07788059803383574
249.0,10.549903132924996,0.01947030812143513
250.0,10.464724135197205,0.11682121427015124
251.0,10.400357948696684,0.1999567285515198
252.0,10.33599176165219,0.28309224291534796
253.0,10.271625574501886,0.36622775789453277
254.0,10.207259387303548,0.4493632710699118
255.0,10.142893199922334,0.5324987854343686
256.0,10.118476536590844,0.609046385073515
257.0,10.094059874329224,0.6855939841257923
258.0,10.069643210837052,0.7621415833556515
259.0,10.045226547505555,0.8386891825385825
260.0,10.02080988439766,0.915236781367267
261.0,9.892411118219776,0.9818121892423628
262.0,9.764012352515627,1.0483875976794352
263.0,9.635613586994983,1.1149630059331557
264.0,9.507214821290832,1.181538413489538
265.0,9.378816055586688,1.2481138219254948
266.0,9.239431560349614,1.308021831612511
267.0,9.100047063519437,1.367929840618599
268.0,8.960662566684885,1.427837849134058
269.0,8.821278069850965,1.4877458594526898
270.0,8.681893573270937,1.5476538676658418
271.0,8.560353559035356,1.6034189810314698
272.0,8.438813545501969,1.6591840923623828
273.0,8.317273532184316,1.7149492048304285
274.0,8.19573351868097,1.7707143167577275
275.0,8.074193506244004,1.8264794298880616
276.0,7.990266573052818,1.8760502902040557
277.0,7.906339640597763,1.925621151678742
278.0,7.822412707862784,1.9751920126057136
279.0,7.738485775974086,2.024762874797187
280.0,7.654558843186053,2.0743337340966472
281.0,7.621765836670935,2.113111269081182
282.0,7.5889728315988005,2.1518888039124424
283.0,7.556179824468318,2.1906663389500354
284.0,7.523386816887985,2.2294438721838215
285.0,7.490593812342018,2.2682214060673798
286.0,7.444717795583844,2.304043217005368
287.0,7.398841779691178,2.3398650283377984
288.0,7.352965765530663,2.3756868390210886
289.0,7.307089749022635,2.4115086495028604
290.0,7.261213733371564,2.4473304619893237
291.0,7.129353730885915,2.492411266875035
292.0,6.997493728551294,2.5374920728629933
293.0,6.865633725609434,2.582572876868013
294.0,6.733773722478389,2.6276536822099397
295.0,6.601913719022591,2.672734488356409
296.0,6.524423270378556,2.7029656324275866
297.0,6.446932821842781,2.7331967763503044
298.0,6.3694423723428955,2.763427919960658
299.0,6.291951924870154,2.7936590641142973
300.0,6.214461474706875,2.8238902082198862
301.0,6.168986829933527,2.859437339987833
302.0,6.123512184160054,2.8949844734949735
303.0,6.078037539569584,2.930531604647561
304.0,6.032562893814122,2.9660787380722424
305.0,5.987088249903459,3.0016258700352885
306.0,5.93889256412918,3.048428943112675
307.0,5.8906968799035475,3.095232016374579
308.0,5.842501193792544,3.1420350894519675
309.0,5.794305507526998,3.188838162690673
310.0,5.746109823976626,3.23564123430706
311.0,5.6802508606596485,3.2850126383696394
312.0,5.614391899742615,3.3343840411534584
313.0,5.548532936425648,3.3837554455827936
314.0,5.482673975947938,3.433126849220896
315.0,5.416815013944143,3.482498251389986
316.0,5.356892866604202,3.5234407650293287
317.0,5.296970717862271,3.5643832787176715
318.0,5.237048569847708,3.605325792723767
319.0,5.177126421838009,3.6462683054299942
320.0,5.117204275112796,3.6872108205076692
321.0,5.07907363860301,3.7403372096137346
